pmid,title,pub_year,pubtype,journal
36186647,Fibrodysplasia ossificans progressiva: A rare disease with spinal deformity and severe hip dysfunction.,2022,Case Reports; Journal Article,Frontiers in pediatrics
36180924,Sequencing individual genomes with recurrent genomic disorder deletions: an approach to characterize genes for autosomal recessive rare disease traits.,2022,"Journal Article; Meta-Analysis; Research Support, N.I.H., Extramural",Genome medicine
36177257,Proteus syndrome with sciatic nerve fibrolipomatous hamartoma: an uncommon finding in a rare disease: report of two cases with literature review.,2022,Case Reports; Journal Article,BJR case reports
36153268,Massive intraperitoneal effusion caused by a rare disease.,2023,Letter,Asian journal of surgery
36149471,[Rare-disease data standards].,2022,English Abstract; Journal Article; Review,"Bundesgesundheitsblatt, Gesundheitsforschung, Gesundheitsschutz"
36139575,Malignant Pleural Mesothelioma: Current Understanding of the Immune Microenvironment and Treatments of a Rare Disease.,2022,Journal Article; Review,Cancers
36115438,When a rare manifestation of a rare disease has an atypical form: Pheochromocytoma-associated Takotsubo cardiomyopathy.,2023,Editorial,International journal of cardiology
36114302,Chediak Higashi syndrome with pancytopenia: a rare presentation of a rare disease and the role of hair shaft microscopy in the diagnosis.,2022,Case Reports; Letter,Annals of hematology
36089593,Advancing qualitative rare disease research methodology: a comparison of virtual and in-person focus group formats.,2022,"Journal Article; Research Support, N.I.H., Extramural",Orphanet journal of rare diseases
36082796,Biventricular non-compaction cardiomyopathy: Rare disease and far rarer case.,2022,Journal Article,Kardiologia polska
36072659,Beyond race: Recruitment of diverse participants in clinical genomics research for rare disease.,2022,Journal Article,Frontiers in genetics
36071524,Pancreaticoduodenal and choledochal hemangiomatosis with vascular variation in a child: a rare disease with challenge starts from diagnosis-a case report.,2022,Case Reports; Journal Article,World journal of surgical oncology
36055640,The place of general practitioner in the management of patients with rare disease and intellectual disability: A qualitative study.,2022,Journal Article,European journal of medical genetics
36034595,Rare disease-based scientific annotation knowledge graph.,2022,Journal Article,Frontiers in artificial intelligence
36030523,Rare presentation of a rare disease dysplasia epiphysealis hemimelica.,2022,Case Reports; Letter,Pain practice : the official journal of World Institute of Pain
36018891,Correction: Rare disease in Malaysia: Challenges and solutions.,2022,Published Erratum,PloS one
35987771,Consideration of oral health in rare disease expertise centres: a retrospective study on 39 rare diseases using text mining extraction method.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Orphanet journal of rare diseases
35983399,Pulmonary Carcinosarcoma: A Rare Disease With Challenging Diagnosis and Treatment.,2022,Case Reports; Journal Article,Cureus
35960455,Protocol Design and Performance Benchmarks by Phase and by Oncology and Rare Disease Subgroups.,2023,"Journal Article; Research Support, Non-U.S. Gov't",Therapeutic innovation & regulatory science
35955935,A Novel Cell-Based Model for a Rare Disease: The Tks4-KO Human Embryonic Stem Cell Line as a Frank-Ter Haar Syndrome Model System.,2022,Journal Article,International journal of molecular sciences
35949470,Monomelic amyotrophy: a rare disease with unusual features (Hirayama disease).,2022,Journal Article,The Pan African medical journal
35946484,The next generation of rare disease drug policy: ensuring both innovation and affordability.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Journal of comparative effectiveness research
35945607,Enhanced rare disease mapping for phenome-wide genetic association in the UK Biobank.,2022,"Journal Article; Research Support, Non-U.S. Gov't; Research Support, N.I.H., Extramural",Genome medicine
35936883,Maffucci syndrome: Case report and review of diagnostic signs of the rare disease.,2022,Case Reports; Journal Article,Radiology case reports
35928485,Patient involvement in priority-setting for medical research: A mini review of initiatives in the rare disease field.,2022,"Journal Article; Review; Research Support, Non-U.S. Gov't",Frontiers in public health
35911256,Rosai-Dorfman Disease of the Spine: A Case Report of a Rare Disease and Review of the Literature.,2022,Case Reports; Journal Article,Cureus
35906960,A 77-year odyssey to a rare disease diagnosis.,2022,Journal Article,Journal of the American Geriatrics Society
35906735,Organ donation from patients with a rare disease is often safe: the italian guidelines.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Clinical transplantation
35903869,Congenital unilateral pulmonary vein atresia: A rare disease with successful outcome in a child.,2022,Case Reports; Journal Article,Asian cardiovascular & thoracic annals
35894070,"Neuro-Behçet is a rare disease but should be considered in all kinds of neurological findings, even in childhood.",2022,Journal Article,Clinical and experimental rheumatology
35886636,"Benefits and Risks of Sharing Genomic Data for Research: Comparing the Views of Rare Disease Patients, Informal Carers and Healthcare Professionals.",2022,"Journal Article; Research Support, Non-U.S. Gov't",International journal of environmental research and public health
35884083,Special Issue: Psychosocial Considerations for Children and Adolescents Living with a Rare Disease.,2022,Editorial,"Children (Basel, Switzerland)"
35883917,Psychosocial Considerations for the Child with Rare Disease: A Review with Recommendations and Calls to Action.,2022,Journal Article; Review,"Children (Basel, Switzerland)"
35856474,CAR T-cells in relapsed Burkitt lymphoma - a promising test drive in a rare disease.,2022,Journal Article; Comment,Leukemia & lymphoma
35846296,Anesthesia and Outcome of 33 Surgeries in 24 Multiple Endocrine Neoplasia Type 2A (MEN2A) Patients: A National Rare Disease Center's Experience.,2022,"Journal Article; Research Support, Non-U.S. Gov't",Frontiers in endocrinology
35840704,Quality of life (QoL) for people with primary sclerosing cholangitis (PSC): a pragmatic strategy for identifying relevant QoL issues for rare disease.,2022,Journal Article,Journal of patient-reported outcomes
35835485,Benign metastasising leiomyoma: a rare disease and a diagnostic challenge.,2022,Case Reports; Journal Article,BMJ case reports
35810097,"Autoimmune pancreatitis in pediatrics, a rare disease.",2023,Case Reports; Journal Article,Revista de gastroenterologia de Mexico (English)
35809950,Myocardial Infarction in a 29-Year-Old Woman Leads to Diagnosis and Treatment of a Rare Disease.,2022,Case Reports; Journal Article,Chest
35791200,A rare disease with a rarer presentation: Nodular episcleritis in Takayasu's arteritis.,2022,Letter,Indian journal of ophthalmology
35791171,Dermolipoma in a case of split hand/foot malformation: A report of a novel ophthalmic presentation in a rare disease.,2022,Case Reports; Journal Article,Indian journal of ophthalmology
35783073,Clinical study applying machine learning to detect a rare disease: results and lessons learned.,2022,Journal Article,JAMIA open
35781074,Neurotrophic Keratitis: A rare disease that requires proactive screening and orphan drug treatments.,2022,Letter; Comment,The ocular surface
35762399,Decoding the genetics of rare disease: an interview with Monkol Lek.,2022,Interview,Disease models & mechanisms
35754591,Rarely mentioned: how we arrived at the quantitative definition of a rare disease.,2022,Journal Article,Proceedings (Baylor University. Medical Center)
35736354,"[Lemierre's syndrome: a rare disease, but not forgotten].",2022,Case Reports; Journal Article,Nederlands tijdschrift voor geneeskunde
35725484,What role can decentralized trial designs play to improve rare disease studies?,2022,Letter,Orphanet journal of rare diseases
35710456,Reanalysis of exome negative patients with rare disease: a pragmatic workflow for diagnostic applications.,2022,Journal Article,Genome medicine
35705453,Defining and characterising a toolkit for the development of a successful European registry for rare liver diseases: a model for building a rare disease registry.,2022,Journal Article; Review,"Clinical medicine (London, England)"
35698092,Analysis of the genotypic profile and its relationship with the clinical manifestations in people with cystic fibrosis: study from a rare disease registry.,2022,Journal Article,Orphanet journal of rare diseases
35697318,Clinical characteristics and ophthalmic management of a rare disease cohort of patients with trisomy 13.,2022,Journal Article,Journal of AAPOS : the official publication of the American Association for Pediatric Ophthalmology and Strabismus
35677436,Generating Evidence from Expanded Access Use of Rare Disease Medicines: Challenges and Recommendations.,2022,Journal Article,Frontiers in pharmacology
35668316,Innovations in Therapy Development for Rare Diseases Through the Rare Disease Cures Accelerator-Data and Analytics Platform.,2022,"Journal Article; Research Support, U.S. Gov't, P.H.S.",Therapeutic innovation & regulatory science
35665706,Correction to: Demystifying Esophageal Lichen Planus: A Comprehensive Review of a Rare Disease You Will See in Practice.,2022,Journal Article; Published Erratum,The American journal of gastroenterology
35664405,Primary Endometrial Diffuse Large B-cell Lymphoma: A Rare Disease and Diagnostic Challenge in an Asymptomatic Postmenopausal Woman.,2022,Case Reports; Journal Article,Cureus
