pmid,title,pub_year,pubtype,journal
26878186,"Eosinophilic Esophagitis: The ""Not-So-Rare"" Disease.",2016,Case Reports; Journal Article,Pediatric annals
26860059,Improving the informed consent process in international collaborative rare disease research: effective consent for effective research.,2016,"Journal Article; Research Support, Non-U.S. Gov't",European journal of human genetics : EJHG
26859216,Imaging Pediatric Plasmacytoid Dendritic Cell Neoplasm With FDG PET/CT: Atypical Presentation of a Rare Disease.,2016,Case Reports; Journal Article,Clinical nuclear medicine
26852362,Adult cystic lymphangioma in the inner quadrant of the breast-Rare location for a rare disease: A case report.,2016,Journal Article,International journal of surgery case reports
26837371,Primary angiitis of the central nervous system: avoiding misdiagnosis and missed diagnosis of a rare disease.,2016,Journal Article; Review,Practical neurology
26819179,"Calciphylaxis, a rare disease with fatal outcome.",2016,Letter,JPMA. The Journal of the Pakistan Medical Association
29078438,Prof. Frank Detterbeck: more attention should be paid to subgroup in the study of rare disease.,2016,News,Journal of visualized surgery
26754025,The involvement of patient organisations in rare disease research: a mixed methods study in Australia.,2016,Journal Article,Orphanet journal of rare diseases
26744959,Shire bites deeper into rare disease space.,2016,News,Nature biotechnology
26729823,Pseudomyxoma peritonei with intrathoracic extension: a rare disease with rarer presentation from low-grade mucinous adenocarcinoma of the appendix.,2016,Case Reports; Journal Article,BMJ case reports
28603788,Rare disease models provide insight into inherited forms of neurodegeneration.,2016,Journal Article,Journal of rare diseases research & treatment
28327690,Kyasanur Forest Disease (KFD): Rare Disease of Zoonotic Origin.,2016,Journal Article; Review,Journal of Nepal Health Research Council
26699933,Allogeneic Hematopoietic Stem Cell Transplantions in Blastic Plasmacytoid Dendritic Cell Neoplasm in first complete remission: an effective therapy for a rare disease.,2016,Letter,Leukemia & lymphoma
26651231,The Supportive Care Needs of Parents With a Child With a Rare Disease: A Qualitative Descriptive Study.,2016,Journal Article,Journal of pediatric nursing
26586608,A small n sequential multiple assignment randomized trial design for use in rare disease research.,2016,"Journal Article; Research Support, N.I.H., Extramural",Contemporary clinical trials
26583595,"Urachal cancer: contemporary review of the pathological, surgical, and prognostic aspects of this rare disease.",2016,Journal Article; Review,Minerva urologica e nefrologica = The Italian journal of urology and nephrology
26536881,Wide disparity of clinical genetics services and EU rare disease research funding across Europe.,2016,Journal Article,Journal of community genetics
26446135,HEALER: homomorphic computation of ExAct Logistic rEgRession for secure rare disease variants analysis in GWAS.,2016,"Evaluation Study; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't","Bioinformatics (Oxford, England)"
26294444,Consensus on the criteria needed for creating a rare-disease patient registry. A Delphi study.,2016,"Journal Article; Research Support, Non-U.S. Gov't","Journal of public health (Oxford, England)"
26094686,Cronkhite-Canada syndrome: A rare disease presenting with dermatological and gastrointestinal manifestations.,2016,Case Reports; Journal Article,The Australasian journal of dermatology
26006310,[Allergic dermatopathology or a rare disease?].,2016,Case Reports; Letter,Semergen
25982157,"The eye as a window to a rare disease: ectopia lentis and homocystinuria, a Pakistani perspective.",2016,Journal Article,International ophthalmology
25856667,"Translating rare-disease therapies into improved care for patients and families: what are the right outcomes, designs, and engagement approaches in health-systems research?",2016,"Journal Article; Research Support, Non-U.S. Gov't; Review",Genetics in medicine : official journal of the American College of Medical Genetics
25291088,Rare Disease: Lobar Holoprosencephaly With a Median Cleft Lip-Case Report.,2016,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",The Cleft palate-craniofacial journal : official publication of the American Cleft Palate-Craniofacial Association
30062281,Mitral Hemi-Arcade: A Rare Variant of a Rare Disease.,2017,Case Reports; Journal Article,"CASE (Philadelphia, Pa.)"
29900995,Mucolipidosis Type III: A Rare Disease in Differential Diagnosis of Joint Stiffness in Pediatric Rheumatology.,2018,Case Reports; Journal Article,Archives of rheumatology
29854225,Leveraging Collaborative Filtering to Accelerate Rare Disease Diagnosis.,2017,"Journal Article; Research Support, N.I.H., Extramural",AMIA ... Annual Symposium proceedings. AMIA Symposium
29701406,"Infrarenal Abdominal Penetrating Aortic Ulcer, an Atypical Location of a Rare Disease.",2017,Case Reports; Journal Article,Revista portuguesa de cirurgia cardio-toracica e vascular : orgao oficial da Sociedade Portuguesa de Cirurgia Cardio-Toracica e Vascular
29668480,"The 6th Rare Disease South Eastern Europe (See) Meeting, Skopje, Macedonia (November 11th, 2017).",2017,Journal Article,Prilozi (Makedonska akademija na naukite i umetnostite. Oddelenie za medicinski nauki)
29637168,Rare disease: a national survey of paediatricians' experiences and needs.,2017,Journal Article,BMJ paediatrics open
29492088,"AAA Syndrome, Case Report of a Rare Disease.",2017,Case Reports; Journal Article,Pakistan journal of medical sciences
29487670,Arterial tortuosity syndrome: An extremely rare disease presenting as a mimic of pulmonary sling.,2018,Case Reports; Journal Article,Radiology case reports
29394786,[Anorectal Malignant Melanoma Is a Very Rare Disease and Has a Poor Prognosis].,2017,Case Reports; Journal Article,Gan to kagaku ryoho. Cancer & chemotherapy
29375950,Embryonal Rhabdomyosarcoma of the Cervix: A Rare Disease at an Uncommon Age.,2017,Case Reports; Journal Article,Cureus
29336741,Malignant Phyllodes: A Presentation of Two Patients with a Rare Disease.,2017,Case Reports; Journal Article,The American surgeon
29333363,Creating a multi-center rare disease consortium - the Consortium of Eosinophilic Gastrointestinal Disease Researchers (CEGIR).,2017,Journal Article,Translational science of rare diseases
29313586,"Eosinophilic Ascites-Rarest Presentation of a Rare Disease, Eosinophilic Gastroenteritis.",2017,Case Reports; Journal Article,The Journal of the Association of Physicians of India
29295152,Establishment of New National Rare Disease (Nambyo) Registry and Registry Guidelines in Japan.,2017,Journal Article,Studies in health technology and informatics
29293930,Type F Infant Botulism: Investigation of Recent Clusters and Overview of This Exceedingly Rare Disease.,2017,Journal Article,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America
32851214,"Congenital chylothorax: Rare disease, wide concern.",2017,Editorial,Pediatric investigation
29274682,Linear IgA dermatosis: An atypical manifestation of a rare disease.,2018,Case Reports; Journal Article,Pediatrics and neonatology
29271568,Prader-Willi syndrome and early-onset morbid obesity NIH rare disease consortium: A review of natural history study.,2018,Historical Article; Journal Article; Review,American journal of medical genetics. Part A
29263829,Mining the transcriptome for rare disease therapies: a comparison of the efficiencies of two data mining approaches and a targeted cell-based drug screen.,2017,Journal Article,NPJ genomic medicine
29258312,Genetic and Rare Disease of the CNS. Part I: Fatal Familial Insomnia (FFI).,2017,Editorial,ACS chemical neuroscience
29225799,"Kidney involvement in the Schnitzler syndrome, a rare disease.",2017,Journal Article; Review,Clinical kidney journal
29214585,Microphysiological Systems (Tissue Chips) and their Utility for Rare Disease Research.,2017,Journal Article; Review,Advances in experimental medicine and biology
29214573,Post-approval Studies for Rare Disease Treatments and Orphan Drugs.,2017,Journal Article; Review,Advances in experimental medicine and biology
29214571,Preparing Data at the Source to Foster Interoperability across Rare Disease Resources.,2017,Journal Article; Review,Advances in experimental medicine and biology
29214569,"Rare Disease Biospecimens and Patient Registries: Interoperability for Research Promotion, a European Example: EuroBioBank and SpainRDR-BioNER.",2017,Journal Article,Advances in experimental medicine and biology
29196571,Large-scale analysis of variation in the insulin-like growth factor family in humans reveals rare disease links and common polymorphisms.,2017,Journal Article; Published Erratum,The Journal of biological chemistry
29182597,[Epidemiology of Imperfect Osteogenesis: a Rare Disease in the Valencia Region.].,2017,Journal Article; Observational Study,Revista espanola de salud publica
29177016,'Caterpillar right ventricle': unusual manifestation of a rare disease.,2017,Journal Article,Heart Asia
29156900,Implementation of an advance directive focus in a Chronic Multi-Organ Rare Disease Clinic.,2017,Journal Article,Annals of palliative medicine
29130002,Right Atrial Fibroelastoma Presenting as Typical Atrial Flutter: Rare Disease in Unusual Location.,2017,Case Reports; Journal Article,Case reports in cardiology
29129554,Development of a novel observer reported outcome tool as the primary efficacy outcome measure for a rare disease randomized controlled trial.,2018,"Journal Article; Multicenter Study; Randomized Controlled Trial; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't; Research Support, U.S. Gov't, P.H.S.",Mitochondrion
