ORPHAcode,nombre_enfermedad
528663,Acquired angioedema with C1Inh deficiency
529468,Monoclonal mast cell activation syndrome
529574,Duane retraction syndrome with congenital deafness
529665,Neurodevelopmental delay-seizures-ophthalmic anomalies-osteopenia-cerebellar atrophy syndrome
529799,Acute bilirubin encephalopathy
529808,Chronic bilirubin encephalopathy
529831,Letrozole toxicity
529852,Combined hepatocellular carcinoma and cholangiocarcinoma
529864,Secondary erythromelalgia
529962,17q24.2 microdeletion syndrome
529965,Intellectual disability-autism-speech apraxia-craniofacial dysmorphism syndrome
529970,Male infertility due to acephalic spermatozoa
529974,Immune dysregulation with inflammatory bowel disease
529977,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections-lymphopenia syndrome
529980,Inflammatory bowel disease-recurrent sinopulmonary infections syndrome
530033,Dermoid or epidermoid cyst of the central nervous system
530298,Progressive myoclonic epilepsy with neuroserpin inclusion bodies
530303,Progressive dementia with neuroserpin inclusion bodies
530313,PIK3CA-related overgrowth syndrome
530792,RELA fusion-positive ependymoma
530838,KRT1-related diffuse nonepidermolytic keratoderma
530849,Familial apolipoprotein A5 deficiency
530983,Lamb-Shaffer syndrome
530995,Mixed phenotype acute leukemia
531151,9q21.13 microdeletion syndrome
535453,Familial lipase maturation factor 1 deficiency
535458,Familial GPIHBP1 deficiency
536391,RASopathy
536467,B3GALT6-related spondylodysplastic Ehlers-Danlos syndrome
536471,Spondylodysplastic Ehlers-Danlos syndrome
536516,Myopathic Ehlers-Danlos syndrome
536532,Classical-like Ehlers-Danlos syndrome type 2
536545,Kyphoscoliotic Ehlers-Danlos syndrome
537072,PLG-related hereditary angioedema with normal C1Inh
538096,Autosomal recessive lethal neonatal axonal sensorimotor polyneuropathy
538101,Congenital axonal neuropathy with encephalopathy
538238,Neurological channelopathy of the central nervous system due to a genetic chloride channel defect
538574,Palmoplantar keratoderma-hereditary motor and sensory neuropathy syndrome
538756,Familial multiple discoid fibromas
538863,Classic pyoderma gangrenosum
538866,Pustular pyoderma gangrenosum
538869,Bullous pyoderma gangrenosum
538872,Vegetative pyoderma gangrenosum
538931,X-linked lymphoproliferative disease due to SAP deficiency
538934,X-linked lymphoproliferative disease due to XIAP deficiency
538958,Combined immunodeficiency due to CD70 deficiency
538963,Combined immunodeficiency due to ITK deficiency
541423,Growth delay-intellectual disability-hepatopathy syndrome
541443,Anomalous aortic origin of the left coronary artery
541454,Anomalous aortic origin of the right coronary artery
541478,Anomalous aortic origin of coronary artery
541507,Anomalous origin of coronary artery from the pulmonary artery
542301,Combined immunodeficiency due to CARMIL2 deficiency
542306,GNB5-related intellectual disability-cardiac arrhythmia syndrome
542310,Leukoencephalopathy with calcifications and cysts
542323,CAR T cell therapy-associated cytokine release syndrome
542568,Quadricuspid aortic valve
542585,Auditory neuropathy-optic atrophy syndrome
542592,Necrobiosis lipoidica
542643,Livedoid vasculopathy
542657,Isolated hyperchlorhidrosis
542822,Anomaly of the coronary ostia
543470,Optic atrophy-ataxia-peripheral neuropathy-global developmental delay syndrome
544254,SYNGAP1-related developmental and epileptic encephalopathy
544458,Hemolytic uremic syndrome
544469,PRUNE1-related neurological syndrome
544472,Atypical hemolytic uremic syndrome with complement gene abnormality
544482,Infection-related hemolytic uremic syndrome
544488,Global developmental delay-alopecia-macrocephaly-facial dysmorphism-structural brain anomalies syndrome
544493,Streptococcus pneumoniae-associated hemolytic uremic syndrome
544503,RNF13-related severe early-onset epileptic encephalopathy
544578,"Congenital primary megaureter, refluxing and obstructed form"
544590,Collagen-related glomerular basement membrane disease
544602,Congenital myopathy with reduced type 2 muscle fibers
544628,Atypical Fanconi syndrome-neonatal hyperinsulinism syndrome
555402,NAD(P)HX dehydratase deficiency
555407,NAD(P)HX epimerase deficiency
555434,Fibrohistiocytic inflammatory pseudotumor of the liver
555437,Lymphoplasmacytic inflammatory pseudotumor of the liver
555874,Congenital tricuspid valve dysplasia
555877,FLNA-related X-linked myxomatous valvular dysplasia
555905,IgA pemphigus
556030,Early-onset familial hypoaldosteronism
556037,Late-onset familial hypoaldosteronism
556508,Rare disorder due to poisoning
556955,Pancreatic agenesis-holoprosencephaly syndrome
556985,Early-onset calcifying leukoencephalopathy-skeletal dysplasia
557003,Oculoskeletodental syndrome
557056,Spastic ataxia-dysarthria due to glutaminase deficiency
557064,Neonatal epileptic encephalopathy due to glutaminase deficiency
557866,Rare disorder with Hirschsprung disease as a major feature
558411,Idiopathic gastroparesis
561854,FOXG1 syndrome
562509,Heme oxygenase-1 deficiency
562528,Congenital limbs-face contractures-hypotonia-developmental delay syndrome
562538,Autosomal recessive extra-oral halitosis
562559,Anterior maxillary protrusion-strabismus-intellectual disability syndrome
562569,TMEM94-associated congenital heart defect-facial dysmorphism-developmental delay syndrome
562639,Primary biliary cholangitis/primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome
563576,Autoimmune hepatitis type 1
563581,Autoimmune hepatitis type 2
563589,Seronegative autoimmune hepatitis
563609,Isolated anencephaly
563612,Isolated exencephaly
563666,Serous cystadenoma of childhood
563671,Mucinous cystadenoma of childhood
563676,Seromucinous cystadenoma of childhood
563684,Furuncular myiasis due to Dermatobia hominis
563687,Furuncular myiasis due to Cordylobia anthropophaga
563690,Furuncular myiasis due to Cordylobia rodhaini
563708,Syndromic congenital sodium diarrhea
563951,Isolated congenital aglossia
563954,Isolated congenital hypoglossia
563991,Osteochondrosis of the tarsal bone
564003,Osteochondrosis of the metatarsal bone
564127,Genetic nephrotic syndrome
564178,Primary hypomagnesemia-refractory seizures-intellectual disability syndrome
565612,Primary triglyceride deposit cardiomyovasculopathy
565624,Combined oxidative phosphorylation defect type 39
565641,Primary desmosis coli
565779,Rare disorder potentially indicated for transplant or complication after transplantation
565782,Methotrexate toxicity
565788,Infantile inflammatory bowel disease with neurological involvement
565837,Laminin subunit alpha 2-related limb-girdle muscular dystrophy R23
565858,Craniosynostosis-microretrognathia-severe intellectual disability syndrome
565899,POMGNT2-related limb-girdle muscular dystrophy R24
565909,Calpain-3-related limb-girdle muscular dystrophy D4
566067,CEBPE-associated autoinflammation-immunodeficiency-neutrophil dysfunction syndrome
566175,Complement hyperactivation-angiopathic thrombosis-protein-losing enteropathy syndrome
566192,Congenital autosomal recessive small-platelet thrombocytopenia
566231,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor alpha
566243,Resistance to thyroid hormone due to a mutation in thyroid hormone receptor beta
566393,Acute mast cell leukemia
566396,Chronic mast cell leukemia
566841,Liver adenomatosis
566847,Aprosencephaly/atelencephaly spectrum
566852,Atelencephaly
566857,Aprosencephaly
566862,Left sided atrial isomerism
566943,Mueller-Weiss syndrome
567502,B-cell immunodeficiency-limb anomaly-urogenital malformation syndrome
567544,Idiopathic non-lupus full-house nephropathy
567546,Idiopathic steroid-sensitive nephrotic syndrome with secondary steroid resistance
567548,Idiopathic steroid-resistant nephrotic syndrome
567550,Idiopathic multidrug-resistant nephrotic syndrome
567552,Idiopathic steroid-resistant nephrotic syndrome with sensitivity to second-line immunosuppressive therapy
567554,Systemic disease with glomerulopathy as a major feature
567556,Genetic systemic disease with glomerulopathy as a major feature
567558,Non-genetic systemic disease with glomerulopathy as a major feature
567560,Systemic vasculitis associated with glomerulopathy
567562,Disorder with multisystemic involvement and glomerulopathy
567564,Nephrotic syndrome without extrarenal manifestations
567983,Parenteral nutrition-associated cholestasis
568041,Primary lymphedema without systemic or visceral involvement
568044,Primary lymphedema with systemic or visceral involvement
568047,Disorder with multisystemic involvement and primary lymphedema
568051,GJC2-related late-onset primary lymphedema
568056,Warts-immunodeficiency-lymphedema-anogenital dysplasia syndrome
568062,PIEZO1-related generalized lymphatic dysplasia with non-immune hydrops fetalis
568065,EPHB4-related lymphatic-related hydrops fetalis
569164,Angiomatoid fibrous histiocytoma
569248,Microcystic stromal tumor
569274,Multiple mitochondrial dysfunctions syndrome type 5
569290,Multiple mitochondrial dysfunctions syndrome type 6
569816,CELSR1-related late-onset primary lymphedema
569821,Congenital primary lymphedema of Gordon
570371,Bartter syndrome type 5
570422,Galactose mutarotase deficiency
570431,Idiopathic multicentric Castleman disease
570438,HHV-8-associated multicentric Castleman disease
570470,Ricin poisoning
570491,QRSL1-related combined oxidative phosphorylation defect
570762,Infective endocarditis
572013,Posterior-predominant lissencephaly-broad flat pons and medulla-midline crossing defects syndrome
572333,Blepharophimosis-ptosis-epicanthus inversus syndrome plus
572354,Blepharophimosis-ptosis-epicanthus inversus syndrome type 1
572361,Blepharophimosis-ptosis-epicanthus inversus syndrome type 2
572385,Brachydactyly type B1
572428,Infantile-onset pulmonary alveolar proteinosis-hypogammaglobulinemia
572543,RFVT2-related riboflavin transporter deficiency
572550,RFVT3-related riboflavin transporter deficiency
572761,DONSON-related microcephaly-short stature-limb abnormalities spectrum
572768,Microcephaly-micromelia syndrome
572773,Microcephaly-short stature-limb abnormalities syndrome
572798,WARS2-related combined oxidative phosphorylation defect
573163,Pheochromocytoma-paraganglioma
573253,Split cord malformation type II
573278,Split cord malformation
574918,Predisposition to severe viral infection due to IRF7 deficiency
574957,Mendelian susceptibility to mycobacterial diseases due to partial JAK1 deficiency
575553,Cathepsin A-related arteriopathy-strokes-leukoencephalopathy
576074,Middle East respiratory syndrome
576227,Complete atrioventricular septal defect without ventricular hypoplasia
576232,Partial atrioventricular septal defect with ventricular hypoplasia
576235,Partial atrioventricular septal defect without ventricular hypoplasia
576242,Intermediate atrioventricular septal defect
576278,SATB2-associated syndrome
576283,SATB2-associated syndrome due to a pathogenic variant
576349,NLRC4-related familial cold autoinflammatory syndrome
576356,Sporadic human prion disease
576360,Acquired human prion disease
576370,Variant Creutzfeldt-Jakob disease
576379,Iatrogenic Creutzfeldt-Jakob disease
576742,Genetic hemolytic uremic syndrome
580572,Intraductal tubulopapillary neoplasm of pancreas
580933,Lethal brain and heart developmental defects
580940,QRICH1-related intellectual disability-chondrodysplasia syndrome
580951,Punctate inner choroidopathy
581271,Cramp-fasciculation syndrome
583097,Congenital infiltrating lipomatosis of the face
583595,"Serine biosynthesis pathway deficiency, infantile/juvenile form"
583602,Neu-Laxova syndrome due to phosphoserine aminotransferase deficiency
583607,Neu-Laxova syndrome due to 3-phosphoglycerate dehydrogenase deficiency
583612,Neu-Laxova syndrome due to 3-phosphoserine phosphatase deficiency
583856,Isolated splenic vein thrombosis
583861,Isolated mesenteric vein thrombosis
585867,Acute myeloid leukemia with t(9;22)(q34.1;q11.2)
585877,B-lymphoblastic leukemia/lymphoma with recurrent genetic abnormality
585909,B-lymphoblastic leukemia/lymphoma with t(9;22)(q34.1;q11.2)
585918,B-lymphoblastic leukemia/lymphoma with t(v;11q23.3)
585929,B-lymphoblastic leukemia/lymphoma with t(12;21)(p13.2;q22.1)
585936,B-lymphoblastic leukemia/lymphoma with hyperdiploidy
585942,B-lymphoblastic leukemia/lymphoma with hypodiploidy
585948,B-lymphoblastic leukemia/lymphoma with t(5;14)(q31.1;q32.3)
585956,B-lymphoblastic leukemia/lymphoma with t(1;19)(q23;p13.3)
586130,Sporadic fatal insomnia
589435,Spondylometaphyseal dysplasia-corneal dystrophy syndrome
589442,Short stature-skeletal dysplasia-retinal degeneration-intellectual disability-sensorineural hearing loss syndrome
589515,PUM1-associated developmental disability-ataxia-seizure syndrome
589522,Spinocerebellar ataxia type 46
