ORPHAcode,Preferred term,Typology,PrevalenceType,ValMoy,PrevalenceClass,PrevalenceQualification,PrevalenceGeographic,PrevalenceValidationStatus,Source
1354,Heart defects-limb shortening syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_2074559[PMID]
28,Vitamin B12-responsive methylmalonic acidemia,Disease,Cases/families,192.0,,Case(s),Worldwide,Validated,[EXPERT]
28,Vitamin B12-responsive methylmalonic acidemia,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,20.0,1-5 / 10 000,Value and class,Worldwide,Validated,17651510[PMID]_[EXPERT]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,24.0,1-5 / 10 000,Value and class,Europe,Validated,EUROCAT European surveillance of congenital anomalies 2005-2009[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,78.0,6-9 / 10 000,Value and class,Austria,Validated,EUROCAT European surveillance of congenital anomalies 2006[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,26.2,1-5 / 10 000,Value and class,Belgium,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,11.4,1-5 / 10 000,Value and class,Croatia,Validated,EUROCAT European surveillance of congenital anomalies 2010[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,21.3,1-5 / 10 000,Value and class,Denmark,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,23.6,1-5 / 10 000,Value and class,France,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,53.5,1-5 / 10 000,Value and class,Germany,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,43.2,1-5 / 10 000,Value and class,Hungary,Validated,EUROCAT European surveillance of congenital anomalies 2010[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,28.9,1-5 / 10 000,Value and class,Ireland,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,11.3,1-5 / 10 000,Value and class,Italy,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,29.2,1-5 / 10 000,Value and class,Netherlands,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,29.5,1-5 / 10 000,Value and class,Norway,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,11.6,1-5 / 10 000,Value and class,Poland,Validated,EUROCAT European surveillance of congenital anomalies 2010[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,4.7,1-9 / 100 000,Value and class,Portugal,Validated,EUROCAT European surveillance of congenital anomalies 2010[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,13.8,1-5 / 10 000,Value and class,Spain,Validated,EUROCAT European surveillance of congenital anomalies 2010[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,49.0,1-5 / 10 000,Value and class,Switzerland,Validated,EUROCAT European surveillance of congenital anomalies 2010[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,21.6,1-5 / 10 000,Value and class,United Kingdom,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,28.6,1-5 / 10 000,Value and class,Ukraine,Validated,EUROCAT European surveillance of congenital anomalies 2011[REG]
557,Non-syndromic anorectal malformation,Clinical group,Prevalence at birth,60.8,6-9 / 10 000,Value and class,Saudi Arabia,Validated,23232683[PMID]
557,Non-syndromic anorectal malformation,Clinical group,Point prevalence,0.0,1-5 / 10 000,Class only,Europe,Not yet validated,ORPHANET
111,Barth syndrome,Disease,Point prevalence,0.22,1-9 / 1 000 000,Value and class,Europe,Validated,[EXPERT]
111,Barth syndrome,Disease,Prevalence at birth,0.29,1-9 / 1 000 000,Value and class,United States,Validated,[EXPERT]
111,Barth syndrome,Disease,Prevalence at birth,0.15,1-9 / 1 000 000,Value and class,France,Validated,23656970[PMID]
111,Barth syndrome,Disease,Prevalence at birth,0.71,1-9 / 1 000 000,Value and class,United Kingdom,Validated,23398819[PMID]_[EXPERT]
10,"48,XXYY syndrome",Malformation syndrome,Prevalence at birth,1.9,1-9 / 100 000,Value and class,Europe,Validated,[EXPERT]_568179[PMID]_14477077[PMID]_2090319[PMID]
10,"48,XXYY syndrome",Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
1308,C syndrome,Malformation syndrome,Point prevalence,0.11,1-9 / 1 000 000,Value and class,Europe,Validated,[EXPERT]_17162528[PMID]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.2,1-9 / 1 000 000,Value and class,China,Validated,8061578[PMID]
150,Nasopharyngeal carcinoma,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
150,Nasopharyngeal carcinoma,Disease,Point prevalence,2.0,1-9 / 100 000,Value and class,Europe,Validated,European Medicines Agency 2015[INST]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.36,1-9 / 1 000 000,Value and class,Europe,Validated,RARECARE surveillance of rare cancers in Europe[REG]_28687376[PMID]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.337,1-9 / 1 000 000,Value and class,Austria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.317,1-9 / 1 000 000,Value and class,Belgium,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.766,1-9 / 1 000 000,Value and class,Bulgaria,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.423,1-9 / 1 000 000,Value and class,Croatia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.437,1-9 / 1 000 000,Value and class,Czech Republic,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.24,1-9 / 1 000 000,Value and class,Estonia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.177,1-9 / 1 000 000,Value and class,Finland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.35,1-9 / 1 000 000,Value and class,Germany,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.383,1-9 / 1 000 000,Value and class,Iceland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.207,1-9 / 1 000 000,Value and class,Ireland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.618,1-9 / 1 000 000,Value and class,Italy,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.254,1-9 / 1 000 000,Value and class,Latvia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.228,1-9 / 1 000 000,Value and class,Lithuania,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.264,1-9 / 1 000 000,Value and class,Norway,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.426,1-9 / 1 000 000,Value and class,Poland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.62,1-9 / 1 000 000,Value and class,Portugal,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.491,1-9 / 1 000 000,Value and class,Slovakia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.394,1-9 / 1 000 000,Value and class,Slovenia,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.779,1-9 / 1 000 000,Value and class,Spain,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.462,1-9 / 1 000 000,Value and class,Switzerland,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.288,1-9 / 1 000 000,Value and class,Netherlands,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,0.211,1-9 / 1 000 000,Value and class,United Kingdom,Validated,RARECARE surveillance of rare cancers in Europe[REG]
150,Nasopharyngeal carcinoma,Disease,Annual incidence,1.256,1-9 / 100 000,Value and class,Malta,Validated,RARECARE surveillance of rare cancers in Europe[REG]
3207,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Malformation syndrome,Cases/families,4.0,,Case(s),Worldwide,Validated,8327066[PMID]
3207,White matter hypoplasia-corpus callosum agenesis-intellectual disability syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_8327066[PMID]
2058,Fryns-Smeets-Thiry syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,8172258[PMID]
2058,Fryns-Smeets-Thiry syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_8172258[PMID]
2538,Microgastria-limb reduction defect syndrome,Malformation syndrome,Cases/families,16.0,,Case(s),Worldwide,Validated,12072798[PMID]
2538,Microgastria-limb reduction defect syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
1192,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,8172238[PMID]
1192,Atherosclerosis-deafness-diabetes-epilepsy-nephropathy syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_8172238[PMID]
1437,Ring chromosome 1 syndrome,Malformation syndrome,Cases/families,35.0,,Case(s),Worldwide,Validated,17710876[PMID]
1437,Ring chromosome 1 syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_17710876[PMID]
2015,Cleft palate-short stature-vertebral anomalies syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,8110419[PMID]
2015,Cleft palate-short stature-vertebral anomalies syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_8110419[PMID]
1447,Ring chromosome 4 syndrome,Malformation syndrome,Cases/families,20.0,,Case(s),Worldwide,Validated,27610251[PMID]
1447,Ring chromosome 4 syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_27610251[PMID]
2898,X-linked intellectual disability-plagiocephaly syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,1433236[PMID]
2898,X-linked intellectual disability-plagiocephaly syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_1433236[PMID]
1439,Ring chromosome 12 syndrome,Malformation syndrome,Cases/families,10.0,,Case(s),Worldwide,Validated,17880954[PMID]_20933620[PMID]
1439,Ring chromosome 12 syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_17880954[PMID]_20933620[PMID]
1423,Lethal recessive chondrodysplasia,Malformation syndrome,Cases/families,4.0,,Case(s),Worldwide,Validated,3396596[PMID]
1423,Lethal recessive chondrodysplasia,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
3306,Inverted duplicated chromosome 15 syndrome,Malformation syndrome,Prevalence at birth,3.33,1-9 / 100 000,Value and class,Worldwide,Validated,11579431[PMID]
3306,Inverted duplicated chromosome 15 syndrome,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
3375,Trisomy X syndrome,Malformation syndrome,Point prevalence,42.5,1-5 / 10 000,Value and class,Europe,Not yet validated,ORPHANET
3310,Tetrasomy 9p syndrome,Malformation syndrome,Cases/families,70.0,,Case(s),Worldwide,Validated,ORPHANET_25847481[PMID]_25944096[PMID]_25951732[PMID]_26216333[PMID]
3310,Tetrasomy 9p syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_25847481[PMID]
3000,Familial peripheral male-limited precocious puberty,Disease,Point prevalence,0.0,<1 / 1 000 000,Class only,Europe,Validated,ORPHANET
1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,Malformation syndrome,Cases/families,3.0,,Case(s),Worldwide,Validated,1415344[PMID]
1101,Anophthalmia-megalocornea-cardiopathy-skeletal anomalies syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_1415344[PMID]
1708,Mosaic trisomy 16 syndrome,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET_16557642[PMID]
1708,Mosaic trisomy 16 syndrome,Malformation syndrome,Cases/families,226.0,,Case(s),Worldwide,Validated,16557642[PMID]
208650,NLRP3-associated autoinflammatory disease,Clinical group,Point prevalence,0.28,1-9 / 1 000 000,Value and class,France,Validated,21109514[PMID]
3376,Triploidy syndrome,Malformation syndrome,Prevalence at birth,12.6,1-5 / 10 000,Value and class,Europe,Validated,22234154[PMID]_EUROCAT European surveillance of congenital anomalies[REG]
3376,Triploidy syndrome,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
208513,Spinocerebellar ataxia type 29,Disease,Cases/families,50.0,,Case(s),Worldwide,Validated,ORPHANET_[EXPERT]
208513,Spinocerebellar ataxia type 29,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
1698,Mosaic trisomy 12 syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_28345774[PMID]
3051,Nicolaides-Baraitser syndrome,Malformation syndrome,Cases/families,61.0,,Case(s),Worldwide,Validated,25169878[PMID]
3051,Nicolaides-Baraitser syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_25169878[PMID]
916,Aase-Smith syndrome,Malformation syndrome,Cases/families,10.0,,Case(s),Worldwide,Validated,ORPHANET
916,Aase-Smith syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
1768,Familial caudal dysgenesis,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_2225526[PMID]
1768,Familial caudal dysgenesis,Malformation syndrome,Cases/families,4.0,,Case(s),Worldwide,Validated,2225526[PMID]
1445,Ring chromosome 21 syndrome,Malformation syndrome,Point prevalence,0.0,Unknown,Class only,Worldwide,Validated,ORPHANET
7,3C syndrome,Malformation syndrome,Cases/families,25.0,,Case(s),Worldwide,Validated,18957854[PMID]
7,3C syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_18957854[PMID]
931,Isolated acheiropodia,Morphological anomaly,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
931,Isolated acheiropodia,Morphological anomaly,Prevalence at birth,0.4,1-9 / 1 000 000,Value and class,Brazil,Validated,1155460[PMID]
931,Isolated acheiropodia,Morphological anomaly,Point prevalence,0.03,<1 / 1 000 000,Value and class,Brazil,Validated,1155460[PMID]
1541,"Craniosynostosis, Boston type",Malformation syndrome,Cases/families,3.0,,Family(ies),Worldwide,Validated,23949913[PMID]_23918290[PMID]_8357019[PMID]
1541,"Craniosynostosis, Boston type",Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_23949913[PMID]_23918290[PMID]_8357019[PMID]
2297,Insulin-resistance syndrome type A,Disease,Point prevalence,0.0,Unknown,Class only,Worldwide,Not yet validated,ORPHANET
209335,Autosomal dominant adult-onset proximal spinal muscular atrophy,Disease,Point prevalence,0.1,1-9 / 1 000 000,Value and class,Europe,Not yet validated,ORPHANET
921,Abruzzo-Erickson syndrome,Malformation syndrome,Cases/families,4.0,,Case(s),Worldwide,Validated,839509[PMID]_[EXPERT]
921,Abruzzo-Erickson syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET
3167,Siegler-Brewer-Carey syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,1442888[PMID]
3167,Siegler-Brewer-Carey syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_1442888[PMID]
1277,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,Malformation syndrome,Cases/families,2.0,,Case(s),Worldwide,Validated,8484398[PMID]_8074158[PMID]
1277,Brachydactyly-mesomelia-intellectual disability-heart defects syndrome,Malformation syndrome,Point prevalence,0.0,<1 / 1 000 000,Class only,Worldwide,Validated,ORPHANET_8484398[PMID]_8074158[PMID]
